##Session
schema_name,tactile_recording_session
schema_version,1
session_id,20260710_155224_single_device_d24da3
session_type,single_device
record_mode,single
device_id,device_001
device_alias,
port_name,
rows,0
cols,0
data_points,336
data_stage,processed_display
has_raw_adc,false
display_mode,pressure
record_frequency,0.00
time_base,elapsed_seconds
columns_version,1
##Data
timestamp,elapsed,frame_index,ch0,ch1,ch2,ch3,ch4,ch5,ch6,ch7,ch8,ch9,ch10,ch11,ch12,ch13,ch14,ch15,ch16,ch17,ch18,ch19,ch20,ch21,ch22,ch23,ch24,ch25,ch26,ch27,ch28,ch29,ch30,ch31,ch32,ch33,ch34,ch35,ch36,ch37,ch38,ch39,ch40,ch41,ch42,ch43,ch44,ch45,ch46,ch47,ch48,ch49,ch50,ch51,ch52,ch53,ch54,ch55,ch56,ch57,ch58,ch59,ch60,ch61,ch62,ch63,ch64,ch65,ch66,ch67,ch68,ch69,ch70,ch71,ch72,ch73,ch74,ch75,ch76,ch77,ch78,ch79,ch80,ch81,ch82,ch83,ch84,ch85,ch86,ch87,ch88,ch89,ch90,ch91,ch92,ch93,ch94,ch95,ch96,ch97,ch98,ch99,ch100,ch101,ch102,ch103,ch104,ch105,ch106,ch107,ch108,ch109,ch110,ch111,ch112,ch113,ch114,ch115,ch116,ch117,ch118,ch119,ch120,ch121,ch122,ch123,ch124,ch125,ch126,ch127,ch128,ch129,ch130,ch131,ch132,ch133,ch134,ch135,ch136,ch137,ch138,ch139,ch140,ch141,ch142,ch143,ch144,ch145,ch146,ch147,ch148,ch149,ch150,ch151,ch152,ch153,ch154,ch155,ch156,ch157,ch158,ch159,ch160,ch161,ch162,ch163,ch164,ch165,ch166,ch167,ch168,ch169,ch170,ch171,ch172,ch173,ch174,ch175,ch176,ch177,ch178,ch179,ch180,ch181,ch182,ch183,ch184,ch185,ch186,ch187,ch188,ch189,ch190,ch191,ch192,ch193,ch194,ch195,ch196,ch197,ch198,ch199,ch200,ch201,ch202,ch203,ch204,ch205,ch206,ch207,ch208,ch209,ch210,ch211,ch212,ch213,ch214,ch215,ch216,ch217,ch218,ch219,ch220,ch221,ch222,ch223,ch224,ch225,ch226,ch227,ch228,ch229,ch230,ch231,ch232,ch233,ch234,ch235,ch236,ch237,ch238,ch239,ch240,ch241,ch242,ch243,ch244,ch245,ch246,ch247,ch248,ch249,ch250,ch251,ch252,ch253,ch254,ch255,ch256,ch257,ch258,ch259,ch260,ch261,ch262,ch263,ch264,ch265,ch266,ch267,ch268,ch269,ch270,ch271,ch272,ch273,ch274,ch275,ch276,ch277,ch278,ch279,ch280,ch281,ch282,ch283,ch284,ch285,ch286,ch287,ch288,ch289,ch290,ch291,ch292,ch293,ch294,ch295,ch296,ch297,ch298,ch299,ch300,ch301,ch302,ch303,ch304,ch305,ch306,ch307,ch308,ch309,ch310,ch311,ch312,ch313,ch314,ch315,ch316,ch317,ch318,ch319,ch320,ch321,ch322,ch323,ch324,ch325,ch326,ch327,ch328,ch329,ch330,ch331,ch332,ch333,ch334,ch335
1998444.183635,10.375000,438,3,3,3,2,2,3,8,8,2,2,4,6,4,3,3,3,2,5,5,1,6,3,11,9,3,2,2,2,2,14,3,2,3,3,15,3,4,4,2,2,2,4,97,16,2,3,2,2,7,3,3,4,13,3,2,3,3,5,3,4,4,4,8,13,6,3,2,1,3,2,19,3,4,2,2,4,6,0,4,2,3,2,10,2,4,731,4,39,8,4,2,0,243,64,6,5,2,6,2,1,2,1,2,3,6,3,2,6,61,3,4,8,2,4,2,4,2,0,2,4,4,4,2,15,1,0,1,2,204,2,3,3,4,4,3,2,2,2,76,12,2,4,3,4,2,2,2,2,0,3,2,2,3,2,4,3,5,4,1,2,3,2,0,0,2,2,1,1,4,6,5,3,3,3,2,6,6,3,4,4,3,5,2,2,2,71,2,8,6,3,4,4,3,4,2,3,2,3,3,2,3,2,4,8,3,4,4,2,3,2,4,4,3,2,3,4,1,3,3,3,2,3,1,3,9,6,1,4,4,3,2,13,8,2,2,1,4,2,4,3,2,6,117,677,20,3,200,239,3,8,621,5,5,4,242,3,3,101,4,3,2,2,828,4,5,4,95,1,3,4,0,471,4,9,31,324,42,32,100,6,2,8,37,1145,35,5,256,818,4,3,200,1134,4,3,508,180,3,27,567,861,4,912,6,0,4,2,633,261,3,168,18,464,417,1601,529,16,174,20,141,76,513,377,7,35,426,402,2,4,308,589,650,316,24,1101,97,338
1998444.213623,10.403000,439,196,28,2,4,61,4,2,29,681,694,462,1862,5,5,5,4,331,927,6,880,317,112,824,666,27,2,548,421,39,44,8,469,369,505,1091,305,22,785,3,943,614,6,508,1406,472,378,1388,423,1003,863,509,835,56,643,688,831,299,246,1058,353,4,4,27,2,1,2,2,3,6,2,3,3,4,10,6,5,4,3,2,3,4,5,12,4,4,6,6,3,3,2,2,332,5,5,12,4,4,4,4,2,13,3,1,3,3,4,4,9,4,4,8,1,2,2,1,3,2,3,8,5,4,4,2,3,2,9,4,10,1,4,8,7,51,10,37,13,5,26,2,424,186,4,93,554,4,3,4,1,332,2,692,0,2,0,4,10,4,4,17,8,25,34,2,2,5,6,5,5,3,5,4,5,1,6,2,0,4,3,1,4,3,4,2,2,2,19,3,1,3,2,8,7,8,4,0,1,3,7,0,2,3,0,3,3,4,3,0,2,1,1,1,3,2,2,4,3,3,3,8,3,44,3,4,2,3,2,2,3,2,3,0,2,4,2,5,4,7,2,4,2,3,3,3,9,1,5,4,3,3,3,2,3,6,3,3,2,3,0,2,2,3,0,3,3,4,3,2,3,5,3,1,3,3,6,3,5,2,4,5,3,2,2,6,4,4,3,4,3,3,4,1,2,4,3,12,7,2,2,5,9,4,3,2,3,3,2,0,2,1,3,4,4,6,176,3,11,198,4,3,2,308,839,5,4,6,13,3,3,5,316,2,14,174,784,3,3
1998444.216397,10.404000,440,5,4,4,3,1,3,4,2,4,10,2,3,4,4,0,2,4,5,8,10,20,5,115,40,0,4,641,13,347,4,3,157,6,1,416,169,4,8,6,72,12,2,16,607,5,4,30,259,14,22,64,1380,122,1,6,9,667,372,4,4,3,16,3,3,6,2,5,29,4,1165,56,819,6,399,3,9,264,99,4,5,762,299,485,37,641,654,1158,512,37,4,256,1168,293,52,389,6,235,1357,10,16,3,247,1260,927,4,5,849,358,1030,1083,977,138,146,553,444,1309,328,742,236,245,24,707,941,196,18,9,7,2,2,4,2,9,5,4,4,2,3,4,2,4,3,3,6,6,9,2,2,4,4,2,2,2,3,2,2,7,4,4,3,5,2,2,4,2,4,3,6,3,3,8,4,4,2,4,4,2,8,2,4,5,4,2,2,6,2,43,2,2,12,3,6,4,4,3,3,4,2,2,1,1,2,23,5,8,11,6,4,5,48,52,1,672,1,3,12,3,220,4,2,3,3,5,4,2,2,3,8,5,102,8,1,453,29,1,26,1,560,3,298,4,3,3,2,5,3,4,4,4,9,3,2,5,2,2,2,12,4,2,4,3,3,2,9,4,3,4,2,2,2,3,1,3,2,4,3,4,2,3,3,4,3,3,2,7,4,4,3,4,4,2,3,9,2,4,3,2,3,3,6,2,4,5,2,1,3,4,4,1,0,8,3,4,3,3,4,2,2,2,3,4,4,3,4,4,4,3,3,4,4,3,6,8,5,2,2,4
1998444.269071,10.461000,441,4,4,1,2,1,2,2,2,0,2,3,3,2,3,0,2,2,2,3,2,10,3,6,5,3,3,2,2,3,4,0,2,5,3,8,2,4,6,2,5,5,2,21,1,2,3,4,5,4,5,2,4,2,2,8,4,2,3,2,4,4,4,2,0,4,2,4,2,3,3,3,3,3,4,6,2,2,2,2,0,2,2,5,5,4,2,754,1550,1,52,11,0,3,13,3,3,1541,497,345,20,5,24,264,4,5,2,115,4,65,436,3,19,545,616,1,2,2,21,3,58,18,94,292,2,175,165,119,8,8,14,8,13,1061,1303,52,236,4,10,1036,23,9,214,744,76,5,36,7,2,2,647,889,754,5,858,5,391,11,447,14,4,5,943,740,1721,2,412,158,460,882,307,4,24,917,864,10,532,174,780,298,12,268,409,506,485,234,1023,665,156,610,436,95,951,474,5,4,25,307,4,2,5,2,1,4,3,4,2,1,4,4,3,2,4,3,3,3,4,3,4,4,1,2,1,1,3,2,3,3,2,4,4,4,2,4,2,4,1,3,4,4,3,1,4,2,9,3,2,2,2,2,7,3,2,4,5,2,3,5,4,4,4,6,4,5,6,2,329,2,4,5,183,2,3,4,430,1,761,4,11,548,105,4,30,1,9,4,3,237,15,2,840,5,2,56,2,6,3,1226,8,43,4,4,3,2,2,38,3,2,4,5,5,4,3,4,5,3,0,1,2,2,2,38,3,3,5,4,6,2,2,2,3,1,2,1,2,6,8
1998444.275028,10.463000,442,4,6,60,165,11,5,21,26,1,3,22,4,2,4,2,1,0,18,2,2,3,2,4,3,4,6,2,2,3,2,2,2,2,3,4,5,2,4,8,8,0,2,4,2,2,2,3,3,4,3,2,2,24,2,5,5,5,4,4,4,1,4,2,2,3,3,2,2,2,3,4,0,3,4,8,0,2,3,2,4,4,2,3,3,3,2,11,2,2,5,5,210,5,3,3,4,4,5,5,2,4,4,2,3,2,3,4,3,3,4,3,2,0,1,2,2,2,2,4,4,4,7,10,3,2,5,8,5,2,2,9,2,4,6,13,3,2,4,2,3,4,3,3,4,8,4,0,3,4,1,1,0,116,597,4,4,252,3,186,671,2,2,2,17,140,1468,4,4,3,11,162,140,379,3,3,5,54,5,36,4,40,4,122,672,2,8,5,561,3,2,321,4,4,5,2,2,5,2,213,11,6,107,440,2,581,30,6,2,4,1072,1048,7,108,4,382,7,477,7,4,16,4,41,2,436,435,585,1,1164,2,11,212,46,2,8,8,55,33,458,258,1904,154,1096,6,620,8,174,68,1035,205,171,906,955,410,6,18,1078,1212,2,9,337,794,1272,1125,1191,5,2,281,4,4,2,0,8,5,13,3,8,6,4,2,2,5,3,8,4,4,5,4,5,0,4,1,3,5,3,1,4,3,6,4,3,4,2,3,2,4,0,0,3,3,4,2,5,4,6,1,3,2,2,2,2,2,3,8,4,1,4,4,3,3,3,4,3,7,0,5,4
1998444.303200,10.492000,443,2,2,3,3,2,3,4,3,4,4,4,5,4,3,3,4,2,2,3,0,6,3,8,4,5,1,1,4,4,6,4,4,3,8,2,6,3,4,0,5,2,4,106,12,1431,2,14,39,1,108,312,30,2,3,428,38,4,58,5,16,2,843,8,12,513,17,7,3,3,7,557,1,3,4,3,2,2,2,377,3,1,4,3,3,4,5,12,17,2,2,2,16,6,3,1,2,4,1,3,2,3,10,114,3,2,2,4,3,3,4,1,3,1,3,3,4,1,4,3,4,4,2,4,2,5,3,4,6,4,1,4,3,3,3,3,3,12,4,3,1,3,4,4,1,4,2,2,0,4,3,2,2,2,0,4,4,4,4,3,2,2,3,2,2,1,3,3,4,3,5,3,2,0,4,5,6,6,3,4,4,4,4,1,1,3,170,3,4,9,2,2,5,3,2,3,3,2,4,4,9,1,2,13,5,8,4,2,6,1,0,0,3,5,2,5,4,4,3,3,2,3,4,1,2,5,10,5,4,5,6,2,3,409,18,2,2,4,4,5,8,204,19,45,225,3,166,258,4,2,12,126,399,227,4,23,4,3,883,259,111,4,121,4,3,1307,864,3,37,5,4,416,6,8,7,6,4,80,784,5,7,5,678,669,720,9,3,13,525,644,4,91,2,322,538,229,388,1648,4,1131,1743,606,325,20,769,904,9,218,11,1062,319,238,1136,685,1228,657,3,80,9,256,1262,360,398,841,1046,5,733,1035,676,4,232,3,2,4,2,4,6
1998444.359174,10.547000,444,315,4,5,636,120,460,4,8,892,1638,5,766,165,686,3,626,600,643,2,958,312,502,538,1285,507,44,258,820,611,592,16,214,1086,715,857,1013,2,1,4,4,2,2,73,2,3,2,5,6,5,8,3,8,2,2,8,4,2,2,1,3,8,6,2,8,2,0,4,3,2,2,3,9,5,4,2,4,2,4,2,3,2,1,14,4,8,6,7,2,6,7,3,183,5,3,3,4,2,7,4,2,3,4,5,11,2,6,1,7,1,4,485,2,2,5,4,142,9,8,532,16,6,37,660,6,2,3,886,569,22,406,72,307,4,4,7,5,5,4,8,2,2,5,4,22,1,3,164,4,2,1,2,2,46,136,3,1,3,3,4,3,2,1,2,0,2,2,3,3,4,4,4,3,2,3,1,3,2,3,1,4,4,4,4,4,3,221,4,2,2,4,3,3,3,2,4,1,1,3,2,5,4,3,3,4,4,3,2,2,3,4,2,3,2,2,4,3,3,8,1,0,0,3,3,2,3,2,3,5,4,3,2,2,2,2,2,1,2,2,3,5,4,2,3,9,2,4,3,4,2,3,8,2,5,1,3,1,2,1,2,3,4,3,4,3,4,1,2,2,2,3,1,3,3,6,6,6,4,4,5,1,3,2,3,2,4,2,6,6,454,5,50,56,46,3,3,0,400,36,261,39,168,2,4,1,2,1142,3,87,1,784,2,3,10,3,8,667,245,492,5,2,10,42,3,6,20,8,4,322,42,12,774,16,58,132,5,4
1998444.359325,10.547000,445,349,75,3,1,130,32,3,2,1,500,4,2,4,3,2,2,627,583,691,219,515,34,3,525,8,265,582,1175,2,3,5,3,176,565,679,606,11,81,0,548,12,4,12,3,253,338,6,603,11,4,5,139,186,3,525,217,4,4,272,1138,249,220,181,68,37,750,2240,29,7,16,374,88,299,326,463,7,457,554,179,14,414,172,22,888,659,736,13,507,1115,866,614,599,8,1619,17,976,868,481,244,79,402,825,6,6,2,2,4,4,4,9,8,2,3,4,0,2,3,2,9,3,3,5,5,3,3,8,10,4,3,4,4,2,3,4,0,4,2,1,2,6,1,4,2,5,4,3,2,2,2,3,2,5,1,2,4,3,4,3,4,1,3,2,2,4,5,4,3,6,4,7,8,5,4,3,5,6,7,4,14,6,3,893,1,6,12,38,732,4,3,3,3,417,564,35,26,2,3,56,8,13,8,5,3,166,155,20,2,84,2,2,54,2,3,3,4,423,3,7,402,5,3,2,4,4,2,2,4,4,4,4,1,1,2,21,3,9,4,2,4,3,6,3,3,4,4,3,4,3,2,2,3,4,3,6,2,2,3,3,2,2,2,0,2,4,3,4,58,1,1,2,1,1,1,2,3,2,3,3,1,3,14,2,2,4,3,3,3,5,4,3,2,4,3,1,3,2,3,2,3,3,4,3,2,3,2,2,4,4,2,2,4,4,2,4,2,3,4,3,3,3,3,3,4,4,4,4,3,3,2,3,4,1,3,3,4,4
1998444.362810,10.554000,446,3,3,2,3,2,3,2,2,4,3,4,4,4,4,1,1,2,3,3,2,2,2,6,7,2,3,1,5,4,2,4,2,5,4,6,5,4,3,2,2,2,2,16,2,3,2,4,3,4,2,3,4,1,1,3,2,3,3,4,4,3,2,3,2,3,3,1,481,266,8,5,129,4,5,4,2,50,4,377,2,98,10,6,124,16,6,2,995,1234,93,28,1005,17,2,652,592,3,42,4,62,161,2,38,1114,576,622,4,112,32,6,12,11,492,0,1,8,147,341,50,1022,16,3,930,1055,2,10,7,1233,235,4,242,906,21,18,1030,509,16,12,576,331,4,4,1167,394,73,1178,681,22,4,5,85,13,383,909,17,4,1073,967,2,11,602,321,817,56,9,3,860,54,400,486,190,512,1036,292,9,5,7,3,10,3,3,4,6,4,3,243,5,2,5,4,4,4,4,8,3,1,0,3,4,6,2,2,4,3,3,4,4,2,2,5,3,2,2,2,4,3,4,4,4,4,3,3,2,7,4,12,0,3,2,3,3,2,1,3,4,3,4,4,8,4,4,6,2,6,3,1,3,720,23,4,29,4,4,4,13,2,37,4,52,2,3,175,779,2,1638,4,2,2,6,1,3,4,1,8,3,53,4,58,4,30,2,173,602,622,2,2,4,4,3,54,2,3,4,2,4,3,2,2,4,2,7,4,0,1,3,4,3,2,1,3,4,4,3,2,2,3,4,4,1,3,76,2,3,10,3,4,3,3,2,2,2,2,2,0,4,4
1998444.419950,10.608000,447,1,26,3,3,2,2,1,1,4,2,1,4,2,3,4,2,14,2,2,2,3,2,4,3,2,249,1,3,3,10,5,3,1,1,4,2,3,4,0,1,3,1,2,3,2,3,4,4,4,4,3,2,1,3,3,2,3,3,3,3,3,4,2,1,3,3,2,2,1,2,1,3,3,4,4,2,2,3,3,3,2,1,10,5,4,3,3,4,2,3,3,186,8,2,4,8,5,6,2,2,2,2,1,2,3,2,5,2,3,4,4,0,2,4,3,4,1,2,4,4,6,2,4,2,2,6,11,10,3,4,4,4,1,4,16,12,2,1090,3,13,8,116,158,2,6,7,3,2,87,2,2,78,2,38,5,410,87,243,5,5,30,50,388,48,3,501,5,2,107,2,3,0,17,2,445,2,2,263,8,3,14,48,12,32,415,671,14,105,26,460,214,1097,194,5,379,632,570,2,5,626,966,642,1,523,499,13,1061,256,38,5,0,833,831,4,390,251,5,759,257,146,6,4,1178,1056,574,75,989,226,580,615,249,2,32,2,1103,158,884,462,1285,495,3,3,634,778,9,2,2,0,0,4,5,3,3,3,2,3,2,0,3,2,2,2,8,4,5,10,3,3,3,2,1,1,1,33,4,12,7,8,3,0,0,5,4,3,2,2,6,4,4,3,1,3,2,2,3,1,2,2,4,6,7,8,3,2,2,3,3,2,1,14,2,6,6,8,4,4,3,3,1,845,396,914,4,627,45,4,6,4,4,4,3,2,4,135,177,3
1998444.438638,10.627000,448,4,3,4,2,3,2,4,3,6,0,4,8,7,3,1,1,4,4,9,8,1,118,8,12,4,3,3,18,2,67,4,17,3,14,3,12,24,108,3,915,11,177,162,2,443,3,3,4,1,817,2,49,2,1,3,4,1,2,29,6,6,2,4,3,2,3,4,4,3,3,2,3,4,4,3,3,0,2,2,2,4,4,3,4,2,3,5,1,2,1,1,4,2,0,4,3,3,3,38,3,3,3,3,3,2,2,4,2,5,2,2,4,3,1,3,13,3,2,3,3,4,8,3,2,2,3,9,3,2,4,4,3,4,4,4,3,2,2,0,2,2,4,4,3,4,4,6,2,8,4,4,1,2,3,4,4,2,4,2,2,4,5,4,3,4,5,4,3,3,7,2,2,3,2,2,3,4,3,5,3,3,4,2,2,4,84,3,2,7,0,4,3,3,3,0,3,3,2,2,2,2,0,7,4,4,48,2,1,5,4,1,4,62,216,4,2,16,21,9,960,269,19,269,458,4,289,234,1167,3,2,2,19,11,4,3,14,28,6,211,3,558,912,52,365,452,201,300,546,31,4,352,444,6,307,8,559,5,140,381,550,8,15,1034,1184,5,259,877,212,4,2,621,1025,363,37,1138,215,894,211,64,626,1011,259,392,168,514,71,228,1104,3,1204,1381,102,5,320,733,654,72,168,943,30,900,403,1025,349,486,4,159,1070,480,372,969,649,4,4,912,3,1,3,1,3,3,4,3,4,4,4,4,4,2,2,3,3,2,2,3,3
1998444.464939,10.653000,449,755,70,508,709,456,160,466,1239,1062,443,881,531,49,4,919,338,9,4,192,1111,1433,245,1085,1220,2,4,2,3,1,8,5,4,3,4,6,8,3,4,1,2,5,3,42,6,2,2,3,4,5,4,0,3,4,1,4,3,3,2,7,3,4,4,2,3,3,1,1,2,2,3,4,4,4,4,5,2,3,2,3,3,2,3,15,5,8,10,3,1,2,0,8,126,86,21,2,7,5,488,3,3,1020,347,106,290,14,3,4,7,4,5,0,357,239,3,3,1,2,3,4,4,1,7,480,1,332,2,2,2,12,2,224,0,3,4,2,2,2,3,1,1,2,1,2,3,4,3,3,3,87,8,2,2,4,3,3,3,4,4,3,3,8,3,5,8,3,3,2,3,3,2,2,45,0,2,2,2,2,2,14,3,2,4,3,3,4,5,21,3,4,3,3,4,1,4,2,3,3,10,5,3,3,3,3,4,4,3,2,2,4,0,0,3,4,1,3,4,4,3,2,2,2,2,2,1,2,4,5,5,10,2,3,3,2,2,4,4,6,2,5,4,5,4,3,12,2,2,0,2,10,2,8,9,4,1,2,3,2,1,1,2,1,3,8,5,8,4,3,3,4,3,4,3,2,15,5,4,341,3,6,181,4,59,3,5,17,24,14,459,5,5,5,2,4,5,13,3,622,95,4,2,20,6,3,4,602,4,2,6,8,826,3,2,992,8,6,6,867,32,5,5,25,698,10,5,139,161,3,2,608,275,816,50,474,4,219,121
1998444.493434,10.682000,450,4,259,128,5,2,3,2,497,30,8,6,447,3,22,139,13,4,4,707,358,610,17,608,19,200,1318,490,4,3,8,610,780,10,3,670,284,6,1075,896,6,5,979,864,1101,10,13,84,1167,34,1836,1178,2,3,735,1529,1173,3,256,272,21,947,1017,20,5,544,9,1038,84,8,645,20,92,1457,1116,642,177,6,390,6,828,10,16,431,683,4,7,8,4,2,4,3,222,5,2,6,4,3,3,2,4,2,2,4,4,4,4,4,2,4,4,7,3,2,0,3,2,4,5,4,4,4,9,9,4,4,10,9,3,4,3,4,2,5,4,4,3,1,4,4,4,2,2,2,4,5,4,4,2,2,5,2,2,2,3,4,4,4,24,2,614,4,20,615,12,4,6,6,14,3,708,2,42,5,370,265,4,18,136,3,90,219,365,436,19,173,2,2,2,346,2,4,4,3,2,2,48,3,4,2,1,4,3,4,4,5,4,3,2,3,4,16,2,4,2,3,6,4,3,4,4,3,2,2,2,2,4,3,3,4,4,4,4,5,4,3,0,3,2,4,2,3,4,3,4,3,1,3,4,4,4,3,4,4,2,3,3,4,4,3,3,7,3,4,2,4,3,0,1,3,1,1,4,1,13,4,7,2,4,2,4,3,4,3,3,5,3,4,2,4,4,0,2,2,1,4,2,2,8,2,5,4,4,4,1,1,2,3,1,3,3,4,4,4,6,3,3,3,1,2,3,2,4,4,3,4,6,2,3,4,3,2,4,16,2,4,4
1998444.496404,10.684000,451,3,4,2,1,4,3,2,1,3,3,4,0,3,4,3,3,2,2,3,3,4,5,5,18,3,2,3,3,2,8,0,1,4,4,6,4,12,4,5,10,10,3,221,2,5,3,4,3,7,847,10,2,128,4,3,48,12,4,5,9,4,8,35,68,2,2,1073,1,2,1,288,3,58,9,1466,37,3,91,806,59,3,1,16,38,0,10,4,22,4,77,33,1150,18,1077,194,234,428,5,17,326,585,1107,9,9,658,17,4,110,496,427,264,48,1441,787,6,366,4,829,182,762,660,10,2,634,1115,794,624,193,235,11,25,815,763,1014,615,6,11,5,6,1870,580,598,1347,632,11,388,36,938,6,3,2,1,3,2,2,7,2,3,8,2,2,4,4,5,4,4,4,6,4,6,4,2,3,2,8,0,9,4,8,4,9,4,3,2,2,135,4,3,6,2,4,16,4,4,4,3,0,4,3,6,4,3,10,7,1,4,2,9,4,4,7,2,4,4,5,4,3,3,3,4,7,0,2,3,4,8,4,6,4,8,4,4,4,951,6,316,5,8,512,213,540,3,672,3,4,1,2,1,297,216,189,13,12,1,2,160,6,2,3,2,156,1201,4,3,3,3,904,58,6,5,4,5,5,3,2,11,2,4,16,3,2,2,8,2,2,3,5,3,3,3,1,0,2,2,2,2,2,0,4,4,4,3,2,10,2,0,4,2,2,1,4,3,3,3,2,2,3,3,2,2,2,3,4,3,4,4,2,2,0,0,2,2,2,13,4,4
1998444.526814,10.715000,452,2,4,5,3,3,8,2,3,5,3,3,2,4,1,2,4,4,4,7,3,2,8,4,4,3,4,1,1,2,4,3,2,2,0,4,0,2,4,3,1,3,2,8,11,4,2,4,3,2,4,3,12,4,2,2,2,3,2,3,3,4,3,2,4,3,2,2,3,3,1,4,4,4,4,3,1,2,2,2,1,2,2,8,4,6,4,4,2,4,2,5,114,8,5,3,4,3,4,3,4,4,3,6,2,1,3,4,3,2,1,3,0,3,981,4,1615,4,3,5,27,348,561,86,622,4,468,475,0,370,671,15,4,165,473,1123,199,8,1,10,3,66,2,3,2,8,1718,21,2,4,5,289,12,323,2,4,5,1,549,347,1,4,1,1210,11,155,1103,94,68,294,3,3,0,1382,4,30,1891,1923,384,623,899,11,4,723,1,4,222,5,492,996,167,705,429,16,428,878,400,9,2,28,692,782,3,1298,240,891,758,617,42,273,96,709,444,8,6,337,23,582,820,1076,3,394,6,966,1093,15,7,983,556,4,3,914,2,2,2,2,5,2,1,4,4,5,2,4,8,3,2,3,3,3,2,4,4,4,4,3,2,2,3,1,1,2,3,5,5,4,4,2,2,2,4,2,4,2,4,3,6,4,4,2,2,2,3,8,2,3,1,4,5,4,3,4,2,4,4,5,2,1,37,5,4,19,4,73,2,116,10,4,22,10,15,4,15,4,5,1,268,4,54,3,5,3,2,101,12,915,4,5,5,2,3,2,3,307,5,10,4
1998444.557293,10.745000,453,4,5,3,4,5,1,4,2,86,165,6,12,4,10,3,3,23,4,11,859,3,200,26,17,0,17,4,24,5,8,2,207,4,2,130,3,4,3,244,1,141,7,5,4,0,9,2,3,5,12,7,13,3,4,4,2,3,2,3,3,4,3,0,4,3,2,1,5,1,2,3,3,3,1,1,3,3,2,0,2,1,2,3,6,4,3,4,3,3,4,3,4,4,9,3,4,3,3,2,3,2,3,4,1,2,0,3,4,4,4,16,2,2,3,3,1,2,3,3,5,4,5,4,4,3,15,3,3,2,5,3,3,5,3,2,4,3,4,4,8,1,2,4,2,3,4,3,3,3,4,2,2,4,3,4,5,2,2,6,5,2,5,3,4,2,3,4,4,8,6,3,4,5,2,5,5,5,3,14,4,3,3,3,2,3,261,2,4,3,2,2,2,2,2,4,3,0,235,4,3,17,324,12,2,4,77,5,3,170,3,542,505,2,3,372,8,508,9,20,282,17,710,524,948,338,72,619,4,31,136,5,2,2,5,122,8,11,2,111,38,3,86,2,10,5,401,1094,392,10,424,583,24,414,455,15,33,3,128,1510,4,2,803,495,11,334,2,646,9,670,69,301,1359,1026,100,1036,1380,106,432,1192,291,180,2,109,338,659,381,1259,896,536,1386,960,728,501,72,368,1148,843,372,1221,1338,4,3,551,445,3,3,2,2,4,2,4,2,3,3,2,2,3,3,4,4,5,4,4,5,3,2,2,4,3,2,3,3,5,2,3,3
1998444.589058,10.778000,454,626,292,32,537,258,3,693,1311,971,502,730,1055,4,4,3,3,3,1,1,2,9,5,16,9,3,8,2,3,2,6,4,2,2,3,9,5,4,4,3,2,3,3,21,2,4,4,3,3,4,6,3,2,3,2,3,3,2,1,4,3,0,2,2,4,2,2,2,2,2,1,6,4,4,4,5,1,4,4,3,12,3,3,8,6,183,2,8,2,2,0,144,382,4,2,3,9,30,40,2,4,3,11,5,2,2,20,5,2,4,454,2,993,44,5,73,1,6,2,15,17,8,4,3,3,2,3,0,2,3,2,9,3,4,4,3,1,4,4,2,2,1,2,2,50,3,4,1,8,2,4,0,3,2,1,4,2,4,2,4,2,27,3,5,5,12,1,2,4,4,2,4,3,2,2,8,10,3,3,4,3,2,4,2,3,2,2,2,2,33,1,2,4,3,4,3,4,2,3,3,4,2,2,5,4,4,4,2,2,4,0,0,3,3,2,1,4,4,2,2,0,2,3,1,2,2,4,5,4,5,3,6,1,4,6,4,4,0,2,2,4,4,2,2,5,4,2,4,8,4,2,7,2,5,3,5,5,8,3,4,5,10,187,6,2,199,1,2,34,32,4,3,654,1,36,2,5,9,4,3,38,734,12,41,1,332,2,2,9,14,1,2,991,5,4,1,570,0,9,163,4,134,3,2,884,323,18,2,2,731,1131,4,28,64,283,14,696,251,2,0,25,42,169,335,753,8,5,3,771,422,3,486,1653,728,475,633,448
