##Session
schema_name,tactile_recording_session
schema_version,1
session_id,20260710_155224_single_device_d24da3
session_type,single_device
record_mode,single
device_id,device_001
device_alias,
port_name,
rows,0
cols,0
data_points,336
data_stage,processed_display
has_raw_adc,false
display_mode,pressure
record_frequency,0.00
time_base,elapsed_seconds
columns_version,1
##Data
timestamp,elapsed,frame_index,ch0,ch1,ch2,ch3,ch4,ch5,ch6,ch7,ch8,ch9,ch10,ch11,ch12,ch13,ch14,ch15,ch16,ch17,ch18,ch19,ch20,ch21,ch22,ch23,ch24,ch25,ch26,ch27,ch28,ch29,ch30,ch31,ch32,ch33,ch34,ch35,ch36,ch37,ch38,ch39,ch40,ch41,ch42,ch43,ch44,ch45,ch46,ch47,ch48,ch49,ch50,ch51,ch52,ch53,ch54,ch55,ch56,ch57,ch58,ch59,ch60,ch61,ch62,ch63,ch64,ch65,ch66,ch67,ch68,ch69,ch70,ch71,ch72,ch73,ch74,ch75,ch76,ch77,ch78,ch79,ch80,ch81,ch82,ch83,ch84,ch85,ch86,ch87,ch88,ch89,ch90,ch91,ch92,ch93,ch94,ch95,ch96,ch97,ch98,ch99,ch100,ch101,ch102,ch103,ch104,ch105,ch106,ch107,ch108,ch109,ch110,ch111,ch112,ch113,ch114,ch115,ch116,ch117,ch118,ch119,ch120,ch121,ch122,ch123,ch124,ch125,ch126,ch127,ch128,ch129,ch130,ch131,ch132,ch133,ch134,ch135,ch136,ch137,ch138,ch139,ch140,ch141,ch142,ch143,ch144,ch145,ch146,ch147,ch148,ch149,ch150,ch151,ch152,ch153,ch154,ch155,ch156,ch157,ch158,ch159,ch160,ch161,ch162,ch163,ch164,ch165,ch166,ch167,ch168,ch169,ch170,ch171,ch172,ch173,ch174,ch175,ch176,ch177,ch178,ch179,ch180,ch181,ch182,ch183,ch184,ch185,ch186,ch187,ch188,ch189,ch190,ch191,ch192,ch193,ch194,ch195,ch196,ch197,ch198,ch199,ch200,ch201,ch202,ch203,ch204,ch205,ch206,ch207,ch208,ch209,ch210,ch211,ch212,ch213,ch214,ch215,ch216,ch217,ch218,ch219,ch220,ch221,ch222,ch223,ch224,ch225,ch226,ch227,ch228,ch229,ch230,ch231,ch232,ch233,ch234,ch235,ch236,ch237,ch238,ch239,ch240,ch241,ch242,ch243,ch244,ch245,ch246,ch247,ch248,ch249,ch250,ch251,ch252,ch253,ch254,ch255,ch256,ch257,ch258,ch259,ch260,ch261,ch262,ch263,ch264,ch265,ch266,ch267,ch268,ch269,ch270,ch271,ch272,ch273,ch274,ch275,ch276,ch277,ch278,ch279,ch280,ch281,ch282,ch283,ch284,ch285,ch286,ch287,ch288,ch289,ch290,ch291,ch292,ch293,ch294,ch295,ch296,ch297,ch298,ch299,ch300,ch301,ch302,ch303,ch304,ch305,ch306,ch307,ch308,ch309,ch310,ch311,ch312,ch313,ch314,ch315,ch316,ch317,ch318,ch319,ch320,ch321,ch322,ch323,ch324,ch325,ch326,ch327,ch328,ch329,ch330,ch331,ch332,ch333,ch334,ch335
1998434.022439,0.211000,10,5,4,3,2,2,4,3,3,0,9,4,4,2,3,2,3,3,2,4,6,3,3,4,13,1,7,3,8,4,10,2,2,2,2,10,8,3,4,3,3,0,22,166,14,4,2,32,2,318,12,8,3,21,208,2,275,2,49,169,500,269,4,9,4,4,6,1003,371,874,6,985,48,9,372,0,3,3,3,3,589,8,8,559,21,25,500,1194,14,217,2,4,1201,821,532,1185,1380,4,340,655,25,14,589,106,556,10,4,16,8,7,764,274,102,5,461,304,16,3,221,5,8,1240,1522,231,2,479,525,512,792,727,730,47,262,1249,100,92,487,726,502,28,18,1675,937,581,1119,12,3,3,1,3,2,6,5,2,2,4,4,1,4,2,1,1,4,3,2,7,2,3,5,3,10,3,3,2,2,1,5,9,3,8,5,0,7,4,4,2,210,3,1,3,3,4,3,2,3,2,3,3,1,2,3,3,4,6,5,4,4,10,8,5,1,11,2,2,5,5,3,4,4,3,3,4,4,4,3,3,13,6,6,3,2,2,2,3,13,6,2,2,2,4,5,1,388,6,360,3,5,348,102,2,8,561,2,3,24,3,5,4,2,3,2,11,4,6,7,4,4,2,0,3,8,0,2,3,6,3,5,4,3,2,2,5,2,0,1,3,2,4,5,4,4,3,2,21,3,3,2,2,2,8,4,1,8,4,5,2,1,3,3,6,3,4,6,3,1,4,2,6,2,4,2,4,2,2,1,2,4,1,7,2,19,2,2,4,3,2,3
1998434.038805,0.230000,11,3,3,4,3,0,3,2,3,4,4,4,5,2,5,2,1,1,4,4,1,1,2,4,3,4,3,2,1,2,6,2,3,1,5,3,2,4,3,1,3,1,2,2,2,3,3,4,4,4,5,4,3,2,2,5,3,4,3,4,4,8,3,1,4,2,2,2,2,2,4,3,4,4,4,1,1,2,1,4,2,2,8,6,1,4,4,3,3,2,4,4,257,1,4,2,3,3,2,1,0,2,3,2,3,2,3,2,3,4,4,14,2,1,2,192,0,187,29,4,4,2,12,75,0,2,3,4,93,3,2,348,641,3,2,1,4,144,1,2,1,739,6,3,9,4,6,0,4,115,25,249,635,2,92,305,969,148,17,603,161,492,455,10,19,1213,1207,4,1042,62,449,15,3,752,16,256,16,110,1478,25,52,904,3,4,3,17,410,16,3,4,198,397,23,415,38,2,22,1021,7,111,1087,59,4,504,68,551,590,192,29,3,32,876,424,17,34,547,789,1010,1360,561,5,6,134,815,520,319,215,755,346,3,4,663,747,2,1,2,2,4,4,3,4,2,4,3,3,3,4,7,5,4,4,6,4,4,4,1,3,3,2,2,1,4,2,6,6,5,2,4,2,1,2,10,9,2,12,4,8,1,6,4,4,4,1,0,3,4,2,2,5,4,3,2,4,3,3,3,4,4,5,10,2,3,4,3,4,3,371,2,2,473,96,4,426,104,3,593,5,3,2,377,6,10,36,2,4,6,407,3,3,14,379,5,2,4,19,78,3
1998434.072235,0.261000,12,4,2,5,3,4,3,4,8,5,4,4,13,17,4,3,38,961,128,190,2,13,576,99,4,3,1,2,10,3,665,3,3,2,7,17,26,16,2,4,3,1,16,12,4,5,2,64,4,1,4,2,2,3,4,8,4,2,1,4,1,3,4,3,2,1,2,1,1,2,3,4,3,3,2,3,5,4,1,2,2,4,4,4,2,4,8,4,2,3,2,2,3,1,2,4,8,4,3,2,2,2,0,3,2,1,2,3,4,4,3,25,3,2,2,1,1,2,2,4,5,3,4,4,2,4,6,4,2,2,3,9,4,4,3,2,2,3,1,2,4,2,1,9,2,2,3,3,3,4,5,2,2,2,2,5,5,4,2,3,2,3,2,3,4,2,4,3,3,4,6,2,3,4,3,2,5,4,3,7,4,3,4,5,2,8,126,4,4,6,4,4,8,2,234,4,439,3,34,4,304,131,4,753,4,4,10,374,596,954,1,2,6,6,6,10,5,4,3,4,12,1,4,651,554,259,4,1183,656,8,62,27,64,4,401,901,1396,813,73,126,779,5,308,2,25,14,371,390,16,6,4,34,262,58,1073,4,3,24,5,1278,53,572,507,700,107,1146,32,4,3,1078,1200,354,6,888,1511,77,13,626,834,3,15,48,1011,12,5,529,445,396,1243,937,612,10,597,410,152,938,630,304,361,320,285,4,3,2,2,2,3,1,2,2,4,3,3,5,3,2,8,2,3,2,3,2,3,4,4,4,4,3,2,0,3,1,4,3,3,4,6
1998434.091150,0.279000,13,87,1,672,210,416,0,3,3,4,5,7,2,3,4,2,1,1,2,1,2,12,4,10,9,3,4,4,3,3,5,4,4,5,4,6,4,4,2,2,2,2,3,80,4,3,4,4,8,5,4,1,5,2,2,2,14,11,3,2,4,3,4,4,4,2,3,3,2,6,4,4,1,2,105,3,3,6,21,1,82,12,1,8,4,6,6,10,12,178,3,32,323,9,2,4,9,696,3,2,2,4,4,32,338,3,2,142,28,3,3,2,2,3,2,2,0,2,3,5,5,4,3,1,1,32,1,0,2,3,2,3,3,3,4,4,4,55,4,2,4,2,3,2,5,2,2,6,2,2,2,3,8,4,1,4,4,3,4,3,2,2,2,3,3,3,3,3,3,9,3,3,3,2,1,1,2,3,2,3,3,4,2,4,7,2,3,2,2,4,4,1,8,4,4,2,1,2,2,3,2,1,2,3,4,2,3,2,2,2,2,2,3,4,3,3,4,4,4,4,5,4,2,4,3,3,12,3,3,4,3,2,2,3,3,2,2,3,1,3,8,4,4,2,8,0,3,1,3,1,2,3,4,4,3,4,2,2,4,3,10,4,2,3,3,4,38,4,3,3,352,464,5,17,103,610,488,3,4,712,791,4,4,292,462,4,325,752,4,8,59,12,24,4,4,796,5,3,66,118,114,6,600,338,7,3,8,780,188,271,101,10,75,61,20,842,417,878,6,182,5,204,104,182,6,4,1674,219,22,4,1129,1822,747,44,67,627,488
1998434.116554,0.304000,14,8,3,3,3,3,357,6,149,484,8,557,3,15,8,0,151,4,2,6,464,524,463,83,628,26,3,1526,832,16,0,0,44,432,4,610,497,65,555,155,13,21,110,1221,1639,827,4,861,160,722,472,284,18,18,8,464,1094,16,297,112,542,46,924,632,622,178,1047,394,840,279,18,801,230,506,1130,1061,25,18,490,1,2,1,3,8,4,6,10,3,2,2,4,6,190,4,2,3,3,3,4,2,2,3,2,5,6,5,1,3,4,4,5,8,0,2,2,1,3,2,6,7,4,4,9,8,3,3,6,7,3,3,5,5,8,2,4,5,4,4,2,2,4,3,3,4,7,4,69,3,2,1,2,86,12,84,85,4,3,4,16,2,2,323,2,3,10,3,1,3,39,3,25,3,2,3,220,2,27,3,69,6,4,4,6,3,3,152,95,777,2,244,1,11,0,4,4,3,4,3,4,2,4,3,2,4,4,4,4,2,2,3,2,3,4,6,2,3,4,4,2,4,2,4,4,3,2,2,3,4,3,3,4,1,2,2,2,4,4,2,5,4,4,3,1,1,9,4,4,1,2,3,1,5,2,4,4,4,2,1,0,3,6,2,2,42,2,4,4,4,4,2,0,1,3,2,9,3,6,5,4,0,4,1,3,4,4,3,2,2,3,2,2,4,4,2,2,2,1,2,7,4,4,8,4,2,2,2,2,1,1,4,3,2,4,10,8,1,3,4,3,3,4,4,3,3,4,2,4,1,6,2,3,6,4,37,79,4,5
1998434.122997,0.311000,15,4,4,3,3,2,3,8,4,4,2,4,5,3,4,2,5,5,2,0,4,7,9,11,5,5,4,2,4,10,8,3,24,19,3,7,41,4,627,6,3,2,2,4,29,928,8,4,473,2,5,57,3,1,2,2,4,3,5,4,3,50,23,700,3,4,1021,14,267,4,5,13,3,98,6,19,1,5,26,1094,390,457,119,82,6,131,693,918,21,3,3,29,578,307,10,249,6,207,890,976,1,4,100,782,1620,161,591,786,838,611,1869,163,4,587,1497,59,45,1070,1029,3,179,1593,23,0,7,24,703,1272,624,6,132,11,440,643,326,402,10,4,403,7,117,1,2,42,412,2,4,3,0,1,2,2,3,2,2,3,4,4,3,2,2,2,3,6,1,2,6,2,2,4,8,2,2,4,2,2,3,7,4,10,5,4,2,2,3,3,245,3,6,4,1,4,3,3,4,2,3,0,2,2,8,4,2,6,4,4,5,5,4,5,3,4,2,270,150,9,6,3,552,38,955,1,4,277,198,34,5,0,4,4,4,2,2,3,2,321,40,2,2,4,4,5,2,547,5,3,193,2,2,1,9,320,5,4,3,4,2,3,2,2,3,2,3,3,3,4,7,1,4,2,2,1,0,0,6,4,2,3,3,2,0,2,2,2,0,2,1,4,2,3,4,3,2,5,4,2,2,2,4,4,4,1,2,6,2,0,3,2,3,3,2,3,5,4,4,1,2,2,1,1,1,1,3,7,2,3,4,0,2,1,3,4,2,5,0,3,3
1998434.189052,0.381000,16,4,3,2,2,2,2,2,1,3,4,2,4,4,2,3,6,3,4,4,3,82,2,2,4,1,3,4,4,1,5,3,2,5,2,5,4,3,4,2,2,2,2,114,3,2,3,3,3,4,6,2,5,2,4,4,2,4,4,3,2,6,3,3,2,2,4,6,2,2,2,4,2,4,3,1,3,2,3,2,2,4,4,14,4,10,2,2,2,2,4,3,190,1,0,2,3,565,4,4,12,2,57,9,21,563,2,5,3,5,2,3,157,3,3,4,647,3,3,869,11,576,867,509,3,3,7,655,11,410,12,775,6,668,836,912,7,2,56,7,2,10,4,8,48,777,6,608,24,17,1288,306,241,4,905,0,14,489,625,7,4,16,1280,9,6,636,775,5,1339,549,1523,726,778,9,730,616,1045,37,9,1582,429,0,1094,831,57,3,170,1190,659,296,4,703,293,744,1232,137,8,2,879,755,747,8,39,725,211,220,592,61,10,16,2,191,2,4,5,1137,4,4,4,2,3,2,3,4,2,1,11,4,5,3,3,2,3,2,4,4,10,2,2,5,5,4,4,4,12,2,2,3,3,3,7,3,3,2,4,4,6,8,4,9,3,5,2,3,4,3,4,3,2,3,4,7,2,2,45,7,8,4,3,2,0,0,4,674,5,2,2,54,50,4,2,2,17,376,3,98,5,11,7,181,3,4,4,2,4,3,3,3,4,3,5,3,3,4,5,2,5,2,2,12,546,0,2,4,3,1,5,4,3,1,2,1,1,0,2,3,4
1998434.189955,0.381000,17,2,330,24,2,2,3,23,276,177,8,4,6,4,3,128,6,65,269,266,3,29,2,4,480,4,3,3,6,1,4,4,2,3,2,3,3,3,3,3,19,2,2,2,2,1,4,3,2,4,4,4,3,2,3,3,0,3,3,3,3,4,3,20,2,2,2,3,3,4,3,4,2,4,4,3,1,3,4,3,1,2,3,2,3,4,4,2,3,3,4,3,4,2,2,4,4,4,4,3,2,3,2,4,4,4,2,4,4,4,5,5,3,2,0,2,3,2,2,5,4,5,5,6,1,2,3,4,2,2,10,2,4,3,4,4,2,3,3,3,3,4,4,2,3,4,2,2,2,1,3,2,2,2,2,3,3,4,3,3,2,2,1,1,4,325,1,9,3,442,949,2,8,8,4,428,2,11,4,836,3,3,4,10,4,32,1,141,246,14,1001,4,4,6,668,6,4,4,4,4,519,262,6,429,153,4,11,122,568,568,3,3,1292,997,41,2,6,4,16,3,108,143,3,875,1095,656,38,743,361,5,919,822,19,4,5,4,889,4,223,5,166,583,838,912,349,694,916,95,843,224,1040,28,424,1047,441,8,4,349,914,851,16,7,259,300,597,913,851,26,342,7,615,901,488,117,42,776,614,3,4,521,3,10,3,3,9,8,1,6,4,3,4,1,3,3,2,6,2,3,3,6,4,4,3,1,3,4,2,10,2,2,3,4,3,4,4,0,1,2,1,2,1,3,1,4,2,3,2,2,2,4,4,2,2,4,3,4,4
1998434.194864,0.383000,18,4,4,2,4,2,4,3,4,2,2,4,5,4,4,7,4,3,4,2,3,3,5,6,15,4,4,4,3,2,6,1,4,6,3,1,4,4,3,1,2,2,4,14,11,3,2,6,3,2,4,6,3,2,2,4,5,9,16,8,1,264,11,3,2,28,1,603,55,467,55,4,76,4,16,8,35,1,38,4,710,5,2,868,5,3,3,2,4,3,2,544,529,2,2,19,4,4,3,137,1,2,2,3,2,1,2,3,3,4,5,3,2,3,2,2,4,3,3,6,3,2,3,53,4,3,16,5,2,2,2,3,3,4,3,2,2,2,2,2,2,3,8,4,4,3,4,3,2,3,4,4,0,3,2,3,4,3,2,3,3,2,4,4,4,2,4,4,4,4,3,4,22,2,1,4,2,8,2,3,2,4,4,4,2,2,182,4,0,8,3,4,5,2,4,2,2,3,2,2,3,4,3,4,4,2,3,3,1,5,2,2,0,2,2,3,4,3,4,2,0,1,4,4,8,4,2,2,6,2,4,4,3,3,10,3,4,3,3,4,3,5,28,2,2,8,21,285,2,12,4,4,2,2,59,107,597,294,0,2,4,109,9,45,205,5,6,1045,18,2,3,13,765,33,3,337,13,72,3,1,368,11,5,2,1516,1180,12,1190,11,101,313,30,534,37,2,14,917,107,23,1594,172,353,3,2,3,6,7,112,872,157,346,834,254,488,703,2,155,36,460,1637,898,3,24,698,693,659,580,4,10,561,724,523,192,824,604,484,486
1998434.228046,0.416000,19,299,754,2,404,701,389,3,364,467,6,7,16,873,174,351,1199,1284,3,4,70,270,356,922,994,3,86,664,1066,5,26,825,1140,859,112,1466,1402,259,581,355,966,18,5,499,1131,919,406,1057,1470,223,19,530,983,7,3,5,2,3,2,331,4,3,4,3,2,2,3,2,5,2,2,4,4,4,4,6,2,4,4,3,3,2,5,6,4,2,4,1,4,1,1,4,242,9,4,4,2,3,5,4,6,13,3,9,2,3,3,4,3,4,9,2,2,3,2,7,1,2,7,3,3,13,4,2,4,2,61,40,253,751,1,11,18,4,4,2,5,3,445,3,7,4,4,164,18,2,40,3,2,2,3,0,4,2,2,4,4,82,4,2,1,378,2,3,3,1,8,4,4,424,3,2,2,14,1,2,1,1,2,3,3,4,3,2,3,1,3,5,4,336,2,13,4,3,3,2,3,2,3,3,4,4,3,4,3,4,4,2,1,3,2,4,2,0,2,2,1,5,3,2,3,2,3,3,3,0,3,3,3,3,3,2,2,2,18,2,0,3,4,4,2,3,4,1,7,2,0,4,3,3,2,4,4,4,3,4,2,3,3,3,3,4,1,4,4,8,3,2,0,3,2,4,6,2,18,4,8,4,3,1,0,1,2,0,3,1,1,5,4,4,5,3,4,4,4,3,3,5,5,3,3,4,4,2,3,2,4,5,3,2,261,8,3,11,4,328,216,5,334,1,2,6,12,4,3,12,1,3,2,18,3,1,7,2,769,806,336
1998434.290058,0.478000,20,5,4,2,0,3,3,3,3,4,2,4,6,5,5,3,0,2,1,2,2,6,139,3,74,5,6,149,3,2,5,536,685,3,5,427,4,13,6,1,2,2,260,907,3,0,1,3,4,1356,494,103,2,2,3,764,2,2,325,4,8,712,14,3,29,184,189,340,349,357,524,5,993,20,580,4,744,830,271,2,276,916,578,19,405,881,26,641,589,1274,292,9,583,1068,983,175,1440,290,6,453,715,451,19,8,1071,927,29,713,1336,253,17,1104,738,9,3,5,1249,1604,340,300,829,624,4,225,609,380,15,3,2,1,2,3,3,4,4,4,4,1,6,2,4,3,3,3,3,4,4,5,4,1,3,3,4,5,4,5,4,3,1,4,4,4,2,5,1,2,6,4,5,4,1,2,11,3,2,8,4,25,4,8,4,3,3,3,4,1,124,3,4,11,4,6,2,2,2,2,3,0,3,4,8,7,329,9,7,617,158,30,823,2,22,2,444,1,2,80,3,3,4,2,35,13,3,149,3,2,6,4,3,2,45,0,2,109,2,2,231,0,85,1,4,4,4,2,123,2,2,2,2,1,2,4,3,3,3,3,2,4,2,1,2,8,2,4,4,2,4,4,7,4,8,3,2,5,5,4,2,2,4,3,3,3,1,2,8,0,4,0,2,3,4,4,9,3,3,0,1,2,1,3,4,4,3,3,3,6,4,4,5,3,3,2,4,4,1,2,4,4,3,2,3,1,2,1,3,2,3,3,2,2,2,2,3,3,3,3,3
1998434.290072,0.478000,21,2,3,3,1,1,2,5,3,3,2,3,2,12,4,3,3,5,2,1,2,8,3,4,5,4,3,3,2,3,5,1,3,2,2,10,3,4,4,2,2,3,2,26,1,2,1,2,4,2,2,4,7,2,4,2,4,2,5,2,4,6,5,2,2,2,1,2,3,2,2,4,4,3,4,3,4,5,3,4,5,3,4,6,3,27,6,4,61,743,537,3,513,354,1,269,3,58,3,5,267,4,2,1,2,23,4,8,564,10,4,3,27,8,100,9,271,34,3,50,48,4,10,2,385,102,404,7,2,77,237,4,4,19,14,13,153,132,171,581,11,57,1088,6,22,27,1174,5,10,1,643,8,4,93,729,292,46,120,4,785,767,641,3,604,1095,1332,14,338,834,1600,21,8,314,1620,487,122,209,1082,831,444,510,1073,1363,4,157,788,1365,406,8,118,943,6,6,3,5,1,3,2,3,2,3,2,2,7,4,4,4,2,3,4,2,2,4,3,2,3,2,2,6,2,2,0,3,4,2,4,4,4,4,3,4,2,2,2,1,4,4,2,2,7,4,5,4,3,4,2,2,3,3,3,2,6,2,4,5,5,4,5,3,3,2,4,4,11,10,252,17,3,8,2,1,11,2,393,8,4,3,1,839,4,6,1,10,2,2,4,178,4,4,6,3,6,62,3,3,16,4,3,16,387,4,6,4,3,3,2,2,8,11,3,2,3,2,4,6,524,0,3,0,4,0,1,2,6,3,4,4,5,5,3,4,6,3,2,5,5,4
1998434.310134,0.499000,22,26,25,2,3,4,2,18,5,3,4,686,387,3,4,41,2,2,3,2,3,4,3,4,3,2,4,0,2,2,72,2,0,3,3,4,4,3,4,1,3,2,3,2,2,2,2,4,8,3,2,2,3,1,3,2,3,3,4,4,5,2,4,3,3,2,2,1,0,5,3,4,4,3,4,1,8,2,3,2,3,1,2,8,8,3,4,3,3,1,4,3,126,5,2,4,2,4,2,3,3,3,1,2,4,2,3,7,4,4,4,6,2,2,2,2,1,3,5,5,4,4,3,4,2,4,10,4,2,3,4,3,3,4,4,6,3,5,3,8,2,3,4,4,5,0,178,2,1,2,4,135,8,2,69,9,184,4,3,3,3,89,82,2,2,4,5,4,10,2,156,3,3,501,1081,2,53,8,350,4,663,192,4,8,2,1019,1125,425,10,2,1488,5,6,6,9,2,10,0,2,791,1028,4,5,6,13,469,1688,4,4,3,174,366,15,678,8,311,127,131,446,238,604,849,655,68,842,8,69,432,1113,972,1100,4,923,1007,690,4,1430,994,609,1037,1648,46,4,1336,956,0,462,509,616,649,56,745,535,15,452,725,780,18,26,6,36,781,5,327,964,5,1,2,4,3,3,9,4,4,8,6,5,8,6,2,3,5,2,3,2,8,1,4,4,3,2,3,5,1,0,3,5,5,5,2,3,0,4,2,3,3,4,2,1,3,12,12,3,6,3,3,3,8,3,4,1,5,6,4,6,4,2,5,4,0,3,6,2,1103,165,2,8
1998434.337804,0.526000,23,5,5,2,3,2,2,2,2,4,4,3,5,7,4,4,3,4,2,2,1,4,4,16,8,4,1,0,3,3,4,2,2,4,2,9,18,3,2,4,14,11,4,69,235,3,272,4,784,634,2,0,512,528,205,18,9,2,3,3,4,12,4,2,1,14,2,2,1,186,24,4,3,5,2,4,4,3,916,25,84,4,2,3,3,3,3,97,4,2,3,4,1,6,3,0,2,3,4,2,1,3,111,1,3,3,3,4,4,5,6,3,3,6,2,2,4,4,4,2,3,2,2,3,11,1,2,3,9,2,4,4,4,4,2,6,2,9,3,3,2,34,2,3,4,3,4,2,3,4,2,2,2,4,4,4,2,5,4,10,2,2,5,6,1,4,3,4,3,4,6,2,2,1,2,4,3,6,2,7,4,4,2,4,2,2,102,4,8,4,4,3,4,4,4,2,2,2,4,4,9,1,3,4,4,4,4,5,5,5,2,3,2,3,3,4,4,2,4,4,3,4,2,4,4,4,9,4,2,3,4,15,4,43,225,28,2,156,3,4,6,32,6,2,1429,35,4,4,4,6,76,431,110,8,3,72,3,2,2,3,17,9,112,720,803,6,4,332,12,20,2,3,16,815,28,237,623,126,10,10,651,32,56,590,213,850,954,16,501,11,13,4,137,224,2,565,117,660,1120,504,808,472,41,763,270,43,1,60,1509,509,50,885,1090,488,789,821,149,12,835,407,339,346,145,1205,256,625,535,134,69,4,41,588,29,4,2,567,344
1998434.368592,0.557000,24,18,712,1071,2,2,354,1179,689,8,1,781,921,1342,1114,3,10,528,725,8,397,354,1008,128,1055,1246,1346,4,5,596,852,16,498,162,461,125,323,171,692,5,1,1213,861,198,3,2,3,93,3,3,2,2,6,3,1,6,3,4,2,3,4,4,2,5,3,3,1,3,3,2,2,3,4,6,6,2,3,2,2,3,2,4,4,3,3,2,8,5,4,2,2,7,502,8,5,4,3,4,8,9,2,4,5,8,3,4,4,4,2,62,4,2,148,4,693,0,2,50,3,2,4,8,3,4,1,294,6,1,5,4,3,4,0,3,4,10,1,49,2,7,2,1,4,24,4,4,2,2,2,2,4,4,4,6,3,4,4,2,3,2,6,2,0,2,5,1,1,21,4,3,118,2,1,3,2,2,4,3,3,3,3,3,2,1,3,3,243,3,1,3,3,4,4,7,3,0,1,0,0,1,2,3,4,3,4,4,3,4,3,4,4,2,3,4,3,4,3,3,5,3,3,1,3,28,4,0,8,4,4,4,3,2,2,1,3,4,3,2,2,4,5,4,3,4,5,3,1,3,3,4,5,5,2,5,4,3,1,2,4,2,0,4,4,6,3,3,4,2,2,2,3,1,3,4,2,4,10,16,4,2,2,2,3,1,3,2,3,7,8,4,3,2,3,2,2,2,0,154,3,3,8,1,25,6,170,2,2,41,1,3,3,3,2,23,240,14,684,16,3,914,3,534,114,223,17,2,4,4,48,194,0,438,20,8,4,519,5
1998434.372271,0.560000,25,4,3,2,4,3,0,4,938,1,12,3,19,19,4,337,108,2,3,2,706,4,10,5,170,2,688,160,478,473,3,54,361,100,5,727,26,4,64,322,2,50,3,729,599,9,5,600,522,769,932,63,10,4,8,210,631,338,341,14,7,45,400,643,765,548,6,0,122,92,212,674,210,506,1502,4,219,89,1046,872,9,5,107,109,16,108,965,491,409,3,871,18,370,198,439,0,5,704,637,0,369,789,1079,756,32,122,1093,19,916,580,630,2,4,917,683,2,1,2,3,4,4,4,4,4,3,4,4,9,3,2,3,6,3,2,4,3,1,3,2,2,4,2,3,4,5,8,4,2,1,3,1,2,2,8,3,4,7,2,2,5,3,6,4,6,5,4,4,3,3,3,8,4,2,3,4,8,5,8,2,6,4,4,1,2,2,3,30,2,4,2,3,3,1,166,2,4,6,3,3,60,165,773,14,153,345,5,8,0,3,246,409,2,3,165,134,4,160,3,2,3,8,3,3,8,1,4,3,4,6,1,3,5,18,2,2,7,1,3,2,3,8,4,3,1,2,3,4,1,4,2,32,3,3,3,2,2,4,3,3,1,2,2,1,4,4,4,7,2,4,2,1,1,2,3,4,4,43,5,3,2,3,2,2,4,4,2,2,1,3,3,3,3,3,3,2,1,1,1,8,4,5,4,4,2,2,3,3,2,2,2,2,4,4,3,4,4,4,2,2,3,2,4,4,4,3,2,4,3,2,4,3,3,3,9,2,4,4
1998434.401054,0.589000,26,4,2,2,3,2,2,2,2,2,2,5,4,4,4,2,2,3,3,2,1,6,2,6,6,4,4,2,2,2,8,0,3,2,2,8,3,4,3,2,4,2,1,9,1,2,3,5,4,0,4,3,2,2,2,8,4,3,3,5,3,2,2,0,3,3,4,2,2,122,20,3,4,4,9,25,5,517,4,4,2,2,3,581,6,5,1495,1,7,2,3,1139,1391,15,2,2,3,9,17,35,1,0,4,276,64,110,2,204,580,231,989,305,8,58,21,676,126,82,4,390,16,158,656,1048,13,11,21,317,580,1029,2,823,82,6,1071,2,12,2,633,907,622,4,20,1705,357,895,1272,12,2,599,1198,4,10,4,29,10,10,1451,374,542,37,965,1313,685,0,48,701,262,420,1323,1079,2,3,226,1077,1263,4,9,6,520,4,3,5,1,3,2,73,5,3,4,4,4,7,3,3,2,2,2,4,2,4,2,2,6,4,4,4,2,4,4,2,2,2,6,2,1,3,9,3,3,0,0,3,6,2,7,3,4,4,3,4,2,0,2,2,0,4,0,4,5,3,4,6,1,4,8,2,4,3,3,738,5,6,310,3,173,3,9,3,20,7,14,4,3,3,4,1,3,13,7,3,14,2,8,933,3,29,2,4,3,3,0,2,2,2,3,15,5,8,3,4,3,2,17,2,6,5,2,4,4,3,2,4,3,1,2,4,2,8,4,3,4,2,3,3,2,2,3,2,4,1,8,2,4,4,4,3,2,2,3,2,2,2,1,2,6,4
